department,catalogIRN,date,frequency,cumulative
Anthropology,1151937,2014-07,1,4
Anthropology,1151937,2014-08,2,8
Anthropology,1151939,2008-12,0,1
Anthropology,1151939,2011-03,9,2
Anthropology,1151939,2013-12,1,3
Anthropology,1151939,2014-07,1,4
Anthropology,1151939,2014-08,2,8
Anthropology,1151940,2008-12,0,1
Anthropology,1151940,2011-03,9,2
Anthropology,1151940,2013-12,1,3
Anthropology,1151940,2014-07,1,4
Anthropology,1151940,2014-08,2,8
Anthropology,1151941,2008-12,0,1
Anthropology,1151941,2011-03,9,2
Anthropology,1151941,2013-12,1,3
Anthropology,1151941,2014-07,1,4
Anthropology,1151941,2014-08,2,8
Anthropology,1151942,2008-12,0,1
Anthropology,1151942,2011-03,9,2
Anthropology,1151942,2013-12,1,3
Anthropology,1151942,2014-07,1,4
Anthropology,1151942,2014-08,2,8
Anthropology,1153743,2011-03,9,1
Anthropology,1153743,2013-12,1,2
Anthropology,1153743,2014-02,2,3
Anthropology,1153743,2014-08,2,7
Anthropology,1153743,2014-09,5,8
Anthropology,1160195,2011-03,9,1
Anthropology,1160195,2013-11,33,3
Anthropology,1160195,2014-01,20,4
Anthropology,1160195,2014-02,2,5
Anthropology,1160195,2014-07,3,7
Anthropology,1160195,2014-08,1,10
Anthropology,1160208,2011-03,9,1
Anthropology,1160208,2013-11,17,2
Anthropology,1160208,2014-02,2,3
Anthropology,1160208,2014-05,5,6
Anthropology,1160208,2014-06,50,10
Anthropology,1160208,2014-08,1,13
Anthropology,1160323,2011-03,27,3
Anthropology,1160323,2012-05,75,6
Anthropology,1160323,2012-06,9,9
Anthropology,1160323,2012-08,30,12
Anthropology,1160323,2013-09,19,15
Anthropology,1160323,2013-11,50,18
Anthropology,1160323,2013-12,5,24
Anthropology,1160323,2014-07,4,27
Anthropology,1160323,2014-08,5,39
Anthropology,1160356,2011-03,36,4
Anthropology,1160356,2012-05,100,8
Anthropology,1160356,2012-06,12,12
Anthropology,1160356,2012-08,40,16
Anthropology,1160356,2013-09,25,20
Anthropology,1160356,2013-11,67,24
Anthropology,1160356,2014-02,6,28
Anthropology,1160356,2014-06,50,32
Anthropology,1160356,2014-08,6,48
Anthropology,1163997,2011-03,9,1
Anthropology,1163997,2011-07,100,3
Anthropology,1163997,2013-10,7,5
Anthropology,1163997,2013-12,2,7
Anthropology,1163997,2014-07,3,9
Anthropology,1163997,2014-08,2,13
Anthropology,1165947,2011-03,9,1
Anthropology,1165947,2013-10,3,2
Anthropology,1165947,2014-04,7,3
Anthropology,1165947,2014-06,25,5
Anthropology,1165947,2014-08,2,10
Anthropology,1167353,2011-03,9,1
Anthropology,1167353,2013-12,1,2
Anthropology,1167353,2014-05,2,3
Anthropology,1167353,2014-07,1,4
Anthropology,1167353,2014-08,1,7
Anthropology,1186998,2011-03,9,1
Anthropology,1186998,2011-08,33,3
Anthropology,1186998,2014-05,2,4
Anthropology,1186998,2014-06,13,5
Anthropology,1186998,2014-08,1,8
Anthropology,1237343,2011-03,73,8
Anthropology,1237343,2012-11,53,16
Anthropology,1237343,2013-02,53,32
Anthropology,1237343,2013-08,100,40
Anthropology,1237343,2013-09,100,56
Anthropology,1237343,2014-02,13,64
Anthropology,1237343,2014-05,13,72
Anthropology,1237343,2014-06,100,80
Anthropology,1237343,2014-08,16,120
Anthropology,1252131,2010-03,100,17
Anthropology,1252131,2012-06,100,51
Anthropology,1252131,2013-10,59,68
Anthropology,1252131,2014-03,100,85
Anthropology,1252131,2014-08,27,153
Anthropology,1257902,2009-01,100,116
Anthropology,1257902,2010-02,100,174
Anthropology,1257902,2010-12,100,232
Anthropology,1257902,2011-10,100,261
Anthropology,1257902,2011-11,100,290
Anthropology,1257902,2012-02,100,348
Anthropology,1257902,2012-06,85,377
Anthropology,1257902,2013-04,100,406
Anthropology,1257902,2013-10,100,435
Anthropology,1257902,2013-12,69,522
Anthropology,1257902,2014-07,40,551
Anthropology,1257902,2014-08,46,667
Anthropology,1260365,2011-04,40,2
Anthropology,1260365,2011-05,100,4
Anthropology,1260365,2012-04,50,6
Anthropology,1260365,2012-05,100,10
Anthropology,1260365,2012-06,6,12
Anthropology,1260365,2013-10,7,14
Anthropology,1260365,2014-06,25,16
Anthropology,1260365,2014-08,3,24
Anthropology,1260543,2011-04,20,1
Anthropology,1260543,2012-04,25,2
Anthropology,1260543,2012-07,25,3
Anthropology,1260543,2013-02,7,5
Anthropology,1260543,2014-02,2,6
Anthropology,1260543,2014-06,13,7
Anthropology,1260543,2014-08,1,10
Anthropology,1260556,2011-04,20,1
Anthropology,1260556,2011-05,50,2
Anthropology,1260556,2012-04,25,3
Anthropology,1260556,2014-05,3,5
Anthropology,1260556,2014-08,2,9
Anthropology,1260664,2011-04,40,2
Anthropology,1260664,2011-05,100,4
Anthropology,1260664,2012-04,50,6
Anthropology,1260664,2012-05,50,8
Anthropology,1260664,2013-01,36,12
Anthropology,1260664,2013-10,7,14
Anthropology,1260664,2014-06,25,16
Anthropology,1260664,2014-08,3,24
Anthropology,1260669,2011-04,40,2
Anthropology,1260669,2011-05,100,4
Anthropology,1260669,2012-04,50,6
Anthropology,1260669,2012-05,50,8
Anthropology,1260669,2012-11,13,10
Anthropology,1260669,2013-01,18,12
Anthropology,1260669,2013-02,13,16
Anthropology,1260669,2014-05,3,18
Anthropology,1260669,2014-08,3,26
Anthropology,1260696,2011-04,40,2
Anthropology,1260696,2011-05,100,4
Anthropology,1260696,2012-04,50,6
Anthropology,1260696,2012-05,100,10
Anthropology,1260696,2012-06,6,12
Anthropology,1260696,2012-10,100,14
Anthropology,1260696,2012-11,13,16
Anthropology,1260696,2013-01,36,20
Anthropology,1260696,2013-02,7,22
Anthropology,1260696,2014-05,3,24
Anthropology,1260696,2014-08,3,32
Anthropology,1260698,2011-04,40,2
Anthropology,1260698,2011-05,100,4
Anthropology,1260698,2012-04,50,6
Anthropology,1260698,2012-05,100,10
Anthropology,1260698,2012-06,6,12
Anthropology,1260698,2012-07,50,14
Anthropology,1260698,2013-10,7,16
Anthropology,1260698,2014-06,25,18
Anthropology,1260698,2014-08,3,26
Anthropology,1261905,2011-04,20,1
Anthropology,1261905,2011-06,13,2
Anthropology,1261905,2012-04,25,3
Anthropology,1261905,2013-11,33,5
Anthropology,1261905,2014-06,13,6
Anthropology,1261905,2014-08,1,9
Anthropology,1263768,2011-04,40,2
Anthropology,1263768,2011-06,25,4
Anthropology,1263768,2012-04,50,6
Anthropology,1263768,2012-05,50,8
Anthropology,1263768,2012-06,6,10
Anthropology,1263768,2012-08,20,12
Anthropology,1263768,2012-10,100,14
Anthropology,1263768,2012-11,13,16
Anthropology,1263768,2013-01,36,20
Anthropology,1263768,2013-02,7,22
Anthropology,1263768,2014-06,25,24
Anthropology,1263768,2014-07,3,26
Anthropology,1263768,2014-08,3,34
Anthropology,1263970,2011-04,20,1
Anthropology,1263970,2011-06,13,2
Anthropology,1263970,2012-04,25,3
Anthropology,1263970,2012-06,6,5
Anthropology,1263970,2013-10,3,6
Anthropology,1263970,2014-06,13,7
Anthropology,1263970,2014-08,2,11
Anthropology,1264071,2011-04,20,1
Anthropology,1264071,2011-06,13,2
Anthropology,1264071,2012-04,25,3
Anthropology,1264071,2012-06,6,5
Anthropology,1264071,2014-06,13,6
Anthropology,1264071,2014-08,2,10
Anthropology,1264072,2011-04,20,1
Anthropology,1264072,2011-06,13,2
Anthropology,1264072,2012-04,25,3
Anthropology,1264072,2012-06,6,5
Anthropology,1264072,2013-08,13,6
Anthropology,1264072,2014-06,13,7
Anthropology,1264072,2014-08,2,11
Anthropology,1264103,2011-04,40,2
Anthropology,1264103,2011-06,25,4
Anthropology,1264103,2012-04,50,6
Anthropology,1264103,2012-06,18,12
Anthropology,1264103,2012-08,20,14
Anthropology,1264103,2013-10,7,16
Anthropology,1264103,2014-06,25,18
Anthropology,1264103,2014-08,4,28
Anthropology,1264129,2011-04,80,4
Anthropology,1264129,2011-06,100,12
Anthropology,1264129,2012-04,100,16
Anthropology,1264129,2012-07,100,20
Anthropology,1264129,2012-08,80,28
Anthropology,1264129,2012-09,80,32
Anthropology,1264129,2012-11,27,36
Anthropology,1264129,2013-01,73,44
Anthropology,1264129,2013-02,13,48
Anthropology,1264129,2013-10,28,56
Anthropology,1264129,2014-04,29,60
Anthropology,1264129,2014-08,8,80
Anthropology,1264132,2011-04,40,2
Anthropology,1264132,2011-06,25,4
Anthropology,1264132,2012-04,50,6
Anthropology,1264132,2012-06,18,12
Anthropology,1264132,2012-08,20,14
Anthropology,1264132,2012-10,100,16
Anthropology,1264132,2012-11,13,18
Anthropology,1264132,2013-01,36,22
Anthropology,1264132,2013-02,7,24
Anthropology,1264132,2014-05,6,28
Anthropology,1264132,2014-08,3,36
Anthropology,1352787,2011-03,18,2
Anthropology,1352787,2013-10,7,4
Anthropology,1352787,2014-02,3,6
Anthropology,1352787,2014-04,14,8
Anthropology,1352787,2014-05,10,14
Anthropology,1352787,2014-06,25,16
Anthropology,1352787,2014-08,3,24
Anthropology,1352993,2011-03,36,4
Anthropology,1352993,2012-08,40,8
Anthropology,1352993,2013-01,36,12
Anthropology,1352993,2013-02,13,16
Anthropology,1352993,2013-05,50,20
Anthropology,1352993,2013-12,6,28
Anthropology,1352993,2014-03,24,32
Anthropology,1352993,2014-07,6,36
Anthropology,1352993,2014-08,8,56
Anthropology,1353285,2011-03,36,4
Anthropology,1353285,2013-01,36,8
Anthropology,1353285,2013-02,27,16
Anthropology,1353285,2013-05,100,24
Anthropology,1353285,2013-12,3,28
Anthropology,1353285,2014-04,29,32
Anthropology,1353285,2014-07,6,36
Anthropology,1353285,2014-08,10,60
Anthropology,1353287,2011-03,36,4
Anthropology,1353287,2013-01,36,8
Anthropology,1353287,2013-02,13,12
Anthropology,1353287,2013-05,50,16
Anthropology,1353287,2013-06,100,20
Anthropology,1353287,2014-01,80,24
Anthropology,1353287,2014-03,24,28
Anthropology,1353287,2014-05,6,32
Anthropology,1353287,2014-07,6,36
Anthropology,1353287,2014-08,8,56
Anthropology,1353446,2011-03,27,3
Anthropology,1353446,2013-02,10,6
Anthropology,1353446,2013-05,38,9
Anthropology,1353446,2014-02,5,12
Anthropology,1353446,2014-07,13,21
Anthropology,1353446,2014-08,6,36
Anthropology,1353810,2011-03,73,8
Anthropology,1353810,2012-08,80,16
Anthropology,1353810,2013-02,53,32
Anthropology,1353810,2014-02,25,48
Anthropology,1353810,2014-04,57,56
Anthropology,1353810,2014-05,13,64
Anthropology,1353810,2014-08,16,104
Anthropology,1353932,2011-03,27,3
Anthropology,1353932,2013-02,10,6
Anthropology,1353932,2013-06,75,9
Anthropology,1353932,2013-12,2,12
Anthropology,1353932,2014-02,5,15
Anthropology,1353932,2014-07,4,18
Anthropology,1353932,2014-08,6,33
Anthropology,1353968,2011-03,73,8
Anthropology,1353968,2012-11,53,16
Anthropology,1353968,2013-09,50,24
Anthropology,1353968,2014-04,57,32
Anthropology,1353968,2014-08,13,64
Anthropology,1354103,2011-03,64,7
Anthropology,1354103,2012-08,70,14
Anthropology,1354103,2012-11,47,21
Anthropology,1354103,2013-09,44,28
Anthropology,1354103,2014-04,100,42
Anthropology,1354103,2014-08,14,77
Anthropology,1354129,2011-03,18,2
Anthropology,1354129,2013-09,13,4
Anthropology,1354129,2013-10,14,8
Anthropology,1354129,2014-02,3,10
Anthropology,1354129,2014-04,14,12
Anthropology,1354129,2014-07,3,14
Anthropology,1354129,2014-08,2,20
Anthropology,1354130,2011-03,18,2
Anthropology,1354130,2013-09,13,4
Anthropology,1354130,2013-10,14,8
Anthropology,1354130,2014-02,3,10
Anthropology,1354130,2014-04,14,12
Anthropology,1354130,2014-07,3,14
Anthropology,1354130,2014-08,2,20
Anthropology,1354168,2011-03,91,10
Anthropology,1354168,2012-08,100,20
Anthropology,1354168,2012-11,67,30
Anthropology,1354168,2013-02,67,50
Anthropology,1354168,2013-09,63,60
Anthropology,1354168,2014-08,20,110
Anthropology,1354279,2008-10,33,5
Anthropology,1354279,2012-08,50,10
Anthropology,1354279,2012-11,33,15
Anthropology,1354279,2014-05,8,20
Anthropology,1354279,2014-08,8,40
Anthropology,1354295,2011-03,27,3
Anthropology,1354295,2012-08,30,6
Anthropology,1354295,2012-11,20,9
Anthropology,1354295,2014-04,21,12
Anthropology,1354295,2014-08,5,24
Anthropology,1354302,2009-11,67,2
Anthropology,1354302,2010-02,3,4
Anthropology,1354302,2010-12,3,6
Anthropology,1354302,2011-11,7,8
Anthropology,1354302,2012-11,13,10
Anthropology,1354302,2014-02,3,12
Anthropology,1354302,2014-08,4,22
Anthropology,1354358,2011-03,9,1
Anthropology,1354358,2012-08,10,2
Anthropology,1354358,2013-02,7,4
Anthropology,1354358,2014-01,20,5
Anthropology,1354358,2014-02,2,6
Anthropology,1354358,2014-08,2,11
Anthropology,1354717,2011-03,18,2
Anthropology,1354717,2013-02,7,4
Anthropology,1354717,2014-02,3,6
Anthropology,1354717,2014-07,3,8
Anthropology,1354717,2014-08,2,14
Anthropology,1354959,2011-03,18,2
Anthropology,1354959,2013-02,7,4
Anthropology,1354959,2014-02,3,6
Anthropology,1354959,2014-07,3,8
Anthropology,1354959,2014-08,2,14
Anthropology,1355006,2011-03,9,1
Anthropology,1355006,2013-02,3,2
Anthropology,1355006,2013-09,6,3
Anthropology,1355006,2013-10,7,5
Anthropology,1355006,2014-08,2,11
Anthropology,1355305,2011-03,46,5
Anthropology,1355305,2012-08,50,10
Anthropology,1355305,2013-05,63,15
Anthropology,1355305,2013-12,4,20
Anthropology,1355305,2014-02,8,25
Anthropology,1355305,2014-08,12,55
Anthropology,1355306,2011-03,18,2
Anthropology,1355306,2013-02,7,4
Anthropology,1355306,2013-11,33,6
Anthropology,1355306,2014-05,3,8
Anthropology,1355306,2014-08,5,20
Anthropology,1355307,2011-03,18,2
Anthropology,1355307,2013-02,7,4
Anthropology,1355307,2013-05,50,8
Anthropology,1355307,2013-11,33,10
Anthropology,1355307,2014-07,3,12
Anthropology,1355307,2014-08,4,22
Anthropology,1373889,2011-03,27,3
Anthropology,1373889,2013-01,27,6
Anthropology,1373889,2013-02,10,9
Anthropology,1373889,2013-05,38,12
Anthropology,1373889,2013-12,2,15
Anthropology,1373889,2014-02,5,18
Anthropology,1373889,2014-07,8,24
Anthropology,1373889,2014-08,7,42
Anthropology,1373890,2011-03,27,3
Anthropology,1373890,2011-06,38,6
Anthropology,1373890,2012-12,100,9
Anthropology,1373890,2013-02,10,12
Anthropology,1373890,2013-12,2,15
Anthropology,1373890,2014-05,5,18
Anthropology,1373890,2014-08,7,36
Anthropology,1388437,2011-03,18,2
Anthropology,1388437,2013-07,50,4
Anthropology,1388437,2013-11,33,6
Anthropology,1388437,2014-05,3,8
Anthropology,1388437,2014-07,3,10
Anthropology,1388437,2014-08,3,18
Anthropology,1388438,2011-03,18,2
Anthropology,1388438,2013-07,50,4
Anthropology,1388438,2013-11,33,6
Anthropology,1388438,2014-05,3,8
Anthropology,1388438,2014-07,3,10
Anthropology,1388438,2014-08,3,18
Anthropology,1388439,2011-03,18,2
Anthropology,1388439,2013-07,50,4
Anthropology,1388439,2013-11,33,6
Anthropology,1388439,2014-05,3,8
Anthropology,1388439,2014-07,3,10
Anthropology,1388439,2014-08,3,18
Anthropology,1391761,2008-12,0,2
Anthropology,1391761,2011-03,18,4
Anthropology,1391761,2013-11,33,6
Anthropology,1391761,2013-12,2,8
Anthropology,1391761,2014-07,3,10
Anthropology,1391761,2014-08,3,18
Anthropology,1391783,2008-12,1,3
Anthropology,1391783,2009-11,100,6
Anthropology,1391783,2010-02,5,9
Anthropology,1391783,2010-07,17,12
Anthropology,1391783,2010-12,5,15
Anthropology,1391783,2011-10,10,18
Anthropology,1391783,2012-03,100,21
Anthropology,1391783,2013-11,50,24
Anthropology,1391783,2014-07,4,27
Anthropology,1391783,2014-08,6,42
Anthropology,1391858,2008-12,0,2
Anthropology,1391858,2009-10,50,4
Anthropology,1391858,2009-11,67,6
Anthropology,1391858,2010-12,3,8
Anthropology,1391858,2011-10,7,10
Anthropology,1391858,2011-11,7,12
Anthropology,1391858,2013-11,67,16
Anthropology,1391858,2014-07,3,18
Anthropology,1391858,2014-08,4,28
Anthropology,1395068,2011-03,9,1
Anthropology,1395068,2011-07,100,3
Anthropology,1395068,2013-11,17,4
Anthropology,1395068,2013-12,1,5
Anthropology,1395068,2014-03,6,6
Anthropology,1395068,2014-04,7,7
Anthropology,1395068,2014-08,1,10
Anthropology,1418004,2010-03,24,4
Anthropology,1418004,2010-05,100,6
Anthropology,1418004,2012-08,40,10
Anthropology,1418004,2013-10,7,12
Anthropology,1418004,2013-11,33,14
Anthropology,1418004,2013-12,2,16
Anthropology,1418004,2014-07,3,18
Anthropology,1418004,2014-08,2,24
Anthropology,1418007,2010-03,24,4
Anthropology,1418007,2010-05,100,6
Anthropology,1418007,2012-08,40,10
Anthropology,1418007,2013-11,67,14
Anthropology,1418007,2013-12,2,16
Anthropology,1418007,2014-07,3,18
Anthropology,1418007,2014-08,2,24
Anthropology,1445550,2011-03,27,3
Anthropology,1445550,2012-01,33,6
Anthropology,1445550,2013-12,5,12
Anthropology,1445550,2014-08,4,21
Anthropology,1445550,2014-09,14,24
Anthropology,1445555,2011-03,27,3
Anthropology,1445555,2012-01,33,6
Anthropology,1445555,2013-12,2,9
Anthropology,1445555,2014-08,4,18
Anthropology,1445555,2014-09,14,21
Anthropology,1765359,2010-07,11,2
Anthropology,1765359,2010-10,100,3
Anthropology,1765359,2011-06,13,4
Anthropology,1765359,2011-07,50,5
Anthropology,1765359,2011-09,50,6
Anthropology,1765359,2012-04,25,7
Anthropology,1765359,2012-08,10,8
Anthropology,1765359,2012-12,33,9
Anthropology,1765359,2014-02,3,11
Anthropology,1765359,2014-08,2,15
Anthropology,1765360,2010-07,11,2
Anthropology,1765360,2010-10,100,3
Anthropology,1765360,2011-06,13,4
Anthropology,1765360,2011-07,50,5
Anthropology,1765360,2011-09,50,6
Anthropology,1765360,2012-04,25,7
Anthropology,1765360,2012-08,10,8
Anthropology,1765360,2012-12,33,9
Anthropology,1765360,2014-02,3,11
Anthropology,1765360,2014-08,2,16
Anthropology,1765374,2010-07,11,2
Anthropology,1765374,2010-10,100,3
Anthropology,1765374,2011-06,13,4
Anthropology,1765374,2011-07,50,5
Anthropology,1765374,2011-09,50,6
Anthropology,1765374,2012-04,25,7
Anthropology,1765374,2012-08,10,8
Anthropology,1765374,2012-12,33,9
Anthropology,1765374,2013-11,17,10
Anthropology,1765374,2014-02,3,12
Anthropology,1765374,2014-07,1,13
Anthropology,1765374,2014-08,2,17
Anthropology,1765375,2010-07,11,2
Anthropology,1765375,2010-10,100,3
Anthropology,1765375,2011-06,13,4
Anthropology,1765375,2011-09,50,5
Anthropology,1765375,2012-04,25,6
Anthropology,1765375,2012-08,10,7
Anthropology,1765375,2012-12,33,8
Anthropology,1765375,2013-11,17,9
Anthropology,1765375,2014-02,3,11
Anthropology,1765375,2014-07,1,12
Anthropology,1765375,2014-08,1,15
Anthropology,1765377,2010-07,11,2
Anthropology,1765377,2010-10,100,3
Anthropology,1765377,2011-06,13,4
Anthropology,1765377,2011-07,50,5
Anthropology,1765377,2011-09,50,6
Anthropology,1765377,2012-04,25,7
Anthropology,1765377,2012-08,10,8
Anthropology,1765377,2012-12,33,9
Anthropology,1765377,2013-11,17,10
Anthropology,1765377,2014-02,3,12
Anthropology,1765377,2014-07,1,13
Anthropology,1765377,2014-08,2,17
Anthropology,1765377,2014-09,5,18
Anthropology,1765378,2010-07,11,2
Anthropology,1765378,2010-10,100,3
Anthropology,1765378,2011-06,13,4
Anthropology,1765378,2011-07,50,5
Anthropology,1765378,2011-09,50,6
Anthropology,1765378,2012-04,25,7
Anthropology,1765378,2012-08,10,8
Anthropology,1765378,2012-12,33,9
Anthropology,1765378,2013-11,17,10
Anthropology,1765378,2014-02,2,11
Anthropology,1765378,2014-07,1,12
Anthropology,1765378,2014-08,2,16
Anthropology,1765378,2014-09,5,17
Anthropology,1809856,2010-12,7,4
Anthropology,1809856,2011-07,50,5
Anthropology,1809856,2011-09,50,6
Anthropology,1809856,2012-08,10,7
Anthropology,1809856,2012-12,33,8
Anthropology,1809856,2013-12,1,9
Anthropology,1809856,2014-03,6,10
Anthropology,1809856,2014-07,1,11
Anthropology,1809856,2014-08,2,15
Anthropology,1809856,2014-09,5,16
Anthropology,1810085,2011-01,100,3
Anthropology,1810085,2011-07,50,4
Anthropology,1810085,2011-09,100,6
Anthropology,1810085,2012-09,40,8
Anthropology,1810085,2012-12,33,9
Anthropology,1810085,2013-02,7,11
Anthropology,1810085,2013-12,1,12
Anthropology,1810085,2014-08,2,16
Anthropology,1810085,2014-09,5,17
Anthropology,1812428,2011-01,67,2
Anthropology,1812428,2011-02,100,3
Anthropology,1812428,2011-09,50,4
Anthropology,1812428,2012-09,60,7
Anthropology,1812428,2012-10,50,8
Anthropology,1812428,2012-12,33,9
Anthropology,1812428,2013-02,7,11
Anthropology,1812428,2013-11,17,12
Anthropology,1812428,2014-07,1,13
Anthropology,1812428,2014-08,2,18
Anthropology,1812428,2014-09,5,19
Anthropology,1812429,2011-01,67,2
Anthropology,1812429,2011-02,100,3
Anthropology,1812429,2011-09,50,4
Anthropology,1812429,2012-09,100,9
Anthropology,1812429,2012-10,50,10
Anthropology,1812429,2012-12,33,11
Anthropology,1812429,2013-02,7,13
Anthropology,1812429,2013-11,17,14
Anthropology,1812429,2014-07,1,15
Anthropology,1812429,2014-08,2,20
Anthropology,1812429,2014-09,5,21
Anthropology,2150332,2012-04,25,1
Anthropology,2150332,2012-11,7,2
Anthropology,2150332,2012-12,100,5
Anthropology,2150332,2013-02,7,7
Anthropology,2150332,2014-06,13,8
Anthropology,2150332,2014-07,1,9
Anthropology,2150332,2014-08,2,14
Anthropology,2153321,2012-04,25,1
Anthropology,2153321,2012-11,7,2
Anthropology,2153321,2013-01,18,4
Anthropology,2153321,2013-02,3,5
Anthropology,2153321,2014-05,3,7
Anthropology,2153321,2014-08,2,12
Anthropology,2154832,2012-04,25,1
Anthropology,2154832,2012-10,50,2
Anthropology,2154832,2012-11,7,3
Anthropology,2154832,2013-01,27,6
Anthropology,2154832,2013-02,3,7
Anthropology,2154832,2013-10,7,9
Anthropology,2154832,2014-07,3,11
Anthropology,2154832,2014-08,2,17
Geology_Paleobotany,2204634,2013-03,27,3
Geology_Paleobotany,2204634,2013-04,50,6
Geology_Paleobotany,2204634,2013-07,29,9
Geology_Paleobotany,2204634,2014-04,25,12
Geology_Paleobotany,2204634,2014-06,60,15
Geology_Paleobotany,2204647,2013-03,10,3
Geology_Paleobotany,2204647,2013-04,75,6
Geology_Paleobotany,2204647,2013-07,21,9
Geology_Paleobotany,2204647,2013-08,38,12
Geology_Paleobotany,2204647,2014-04,60,24
Geology_Paleobotany,2204647,2014-06,10,27
